* /home/saurabh/pilot_related/new_installer/esim-1.1.2/examples/7805voltageregulator/7805voltageregulator.cir
Transient Analysis  Tue Mar  9 17:27:26  2021
--------------------------------------------------------------------------------
Index   time            alli            
--------------------------------------------------------------------------------
0	0.000000e+00	-7.70372e-34	
1	1.000000e-05	-1.77167e-08	
2	1.006128e-05	-1.77557e-08	
3	1.018383e-05	-1.78307e-08	
4	1.042893e-05	-1.79824e-08	
5	1.091913e-05	-1.82930e-08	
6	1.189954e-05	-1.89443e-08	
7	1.386035e-05	-2.03854e-08	
8	1.778197e-05	-2.39752e-08	
9	2.146105e-05	-2.85202e-08	
10	2.629945e-05	-3.70508e-08	
11	3.086205e-05	-4.90328e-08	
12	3.628865e-05	-7.09850e-08	
13	4.153681e-05	-1.04642e-07	
14	4.736080e-05	-1.65106e-07	
15	5.305268e-05	-2.62436e-07	
16	5.909680e-05	-4.34626e-07	
17	6.503940e-05	-7.19311e-07	
18	7.118654e-05	-1.21729e-06	
19	7.725877e-05	-2.05291e-06	
20	8.344741e-05	-3.50325e-06	
21	8.958373e-05	-5.95742e-06	
22	9.578638e-05	-1.01951e-05	
23	1.019543e-04	-1.74002e-05	
24	1.081607e-04	-2.98001e-05	
25	1.143452e-04	-5.09398e-05	
26	1.205530e-04	-8.72404e-05	
27	1.267485e-04	-1.49209e-04	
28	1.329603e-04	-2.55424e-04	
29	1.391685e-04	-4.36740e-04	
30	1.453935e-04	-7.46757e-04	
31	1.516282e-04	-1.27477e-03	
32	1.578932e-04	-2.17279e-03	
33	1.641982e-04	-3.69063e-03	
34	1.705796e-04	-6.23821e-03	
35	1.770833e-04	-1.04592e-02	
36	1.837977e-04	-1.73362e-02	
37	1.908594e-04	-2.82890e-02	
38	1.984973e-04	-4.53708e-02	
39	2.070489e-04	-7.12659e-02	
40	2.166399e-04	-1.08143e-01	
41	2.285388e-04	-1.63051e-01	
42	2.432229e-04	-2.40527e-01	
43	2.625370e-04	-3.52294e-01	
44	2.877019e-04	-5.06536e-01	
45	3.213263e-04	-7.17627e-01	
46	3.655292e-04	-9.96096e-01	
47	4.237689e-04	-1.35441e+00	
48	4.999213e-04	-1.80034e+00	
49	5.607400e-04	-2.13447e+00	
50	5.932529e-04	-2.30511e+00	
51	6.093700e-04	-2.38764e+00	
52	6.221360e-04	-2.45205e+00	
53	6.340879e-04	-2.51159e+00	
54	6.500498e-04	-2.58995e+00	

Index   time            alli            
--------------------------------------------------------------------------------
55	6.652637e-04	-2.66343e+00	
56	6.819297e-04	-2.74257e+00	
57	7.108677e-04	-2.87668e+00	
58	7.596242e-04	-3.09330e+00	
59	8.214002e-04	-3.35141e+00	
60	9.166740e-04	-3.71537e+00	
61	9.919878e-04	-3.97515e+00	
62	1.051654e-03	-4.16445e+00	
63	1.078483e-03	-4.24500e+00	
64	1.095481e-03	-4.29461e+00	
65	1.106565e-03	-4.32637e+00	
66	1.114529e-03	-4.34891e+00	
67	1.122482e-03	-4.37118e+00	
68	1.132560e-03	-4.39907e+00	
69	1.143836e-03	-4.42985e+00	
70	1.154146e-03	-4.45758e+00	
71	1.164229e-03	-4.48433e+00	
72	1.176694e-03	-4.51690e+00	
73	1.189627e-03	-4.55012e+00	
74	1.201461e-03	-4.58000e+00	
75	1.214073e-03	-4.61131e+00	
76	1.228499e-03	-4.64647e+00	
77	1.242522e-03	-4.67996e+00	
78	1.259878e-03	-4.72051e+00	
79	1.280256e-03	-4.76685e+00	
80	1.300865e-03	-4.81234e+00	
81	1.321792e-03	-4.85716e+00	
82	1.350508e-03	-4.91641e+00	
83	1.379329e-03	-4.97334e+00	
