               * d:\circuit_design\fossee\astablemv\astablemv.cir
               Transient Analysis  Wed Mar 10 21:41:53  2021
--------------------------------------------------------------------------------
Index   time            alli            
--------------------------------------------------------------------------------
0	0.000000e+00	-1.44369e-02	
1	1.000000e-04	-1.44369e-02	
2	2.000000e-04	-1.44369e-02	
3	4.000000e-04	-1.44369e-02	
4	8.000000e-04	-1.44369e-02	
5	1.600000e-03	-1.44369e-02	
6	3.200000e-03	-1.44369e-02	
7	6.400000e-03	-1.44369e-02	
8	1.280000e-02	-1.44369e-02	
9	2.280000e-02	-1.44369e-02	
10	3.280000e-02	-1.44369e-02	
11	4.280000e-02	-1.44369e-02	
12	5.280000e-02	-1.44369e-02	
13	6.280000e-02	-1.44369e-02	
14	7.280000e-02	-1.44369e-02	
15	8.280000e-02	-1.44369e-02	
16	9.280000e-02	-1.44369e-02	
17	1.028000e-01	-1.44321e-02	
18	1.117373e-01	-1.35186e-02	
19	1.192319e-01	-1.34271e-02	
20	1.251571e-01	-1.20180e-02	
21	1.307618e-01	-1.09933e-02	
22	1.366490e-01	-1.01631e-02	
23	1.466490e-01	-9.16497e-03	
24	1.566490e-01	-8.53233e-03	
25	1.666490e-01	-8.12991e-03	
26	1.766490e-01	-7.87212e-03	
27	1.866490e-01	-7.70567e-03	
28	1.966490e-01	-7.59714e-03	
29	2.066490e-01	-7.52493e-03	
30	2.166490e-01	-7.47728e-03	
31	2.266490e-01	-7.44382e-03	
32	2.366490e-01	-7.42198e-03	
33	2.466490e-01	-7.40484e-03	
34	2.566490e-01	-7.39436e-03	
35	2.666490e-01	-7.38431e-03	
36	2.766490e-01	-7.37905e-03	
37	2.866490e-01	-7.37225e-03	
38	2.966490e-01	-7.36957e-03	
39	3.066490e-01	-7.36437e-03	
40	3.166490e-01	-7.36306e-03	
41	3.266490e-01	-7.35871e-03	
42	3.366490e-01	-7.35818e-03	
43	3.466490e-01	-7.35418e-03	
44	3.566490e-01	-7.35287e-03	
45	3.666490e-01	-1.30939e-02	
46	3.710674e-01	-1.20861e-02	
47	3.764887e-01	-1.10941e-02	
48	3.816022e-01	-1.03577e-02	
49	3.916022e-01	-9.31768e-03	
50	4.016022e-01	-8.65859e-03	
51	4.116022e-01	-8.23916e-03	
52	4.216022e-01	-7.97063e-03	
53	4.316022e-01	-7.79710e-03	
54	4.416022e-01	-7.68365e-03	

Index   time            alli            
--------------------------------------------------------------------------------
55	4.516022e-01	-7.60881e-03	
56	4.616022e-01	-7.55807e-03	
57	4.716022e-01	-7.52412e-03	
58	4.816022e-01	-7.49958e-03	
59	4.916022e-01	-7.48318e-03	
60	5.016022e-01	-7.46991e-03	
61	5.116022e-01	-7.46131e-03	
62	5.216022e-01	-7.45303e-03	
63	5.316022e-01	-7.44813e-03	
64	5.416022e-01	-7.44225e-03	
65	5.516022e-01	-7.43923e-03	
66	5.616022e-01	-7.43458e-03	
67	5.716022e-01	-7.43260e-03	
68	5.816022e-01	-7.42864e-03	
69	5.916022e-01	-7.42727e-03	
70	6.016022e-01	-7.42372e-03	
71	6.116022e-01	-7.42275e-03	
72	6.216022e-01	-7.41947e-03	
73	6.316022e-01	-7.41875e-03	
74	6.416022e-01	-7.41565e-03	
75	6.516022e-01	-7.41513e-03	
76	6.616022e-01	-7.41215e-03	
77	6.716022e-01	-7.41177e-03	
78	6.816022e-01	-7.40889e-03	
79	6.916022e-01	-7.40861e-03	
80	7.016022e-01	-7.40580e-03	
81	7.116022e-01	-7.40560e-03	
82	7.216022e-01	-7.40285e-03	
83	7.316022e-01	-7.40273e-03	
84	7.416022e-01	-7.40003e-03	
85	7.516022e-01	-7.39995e-03	
86	7.616022e-01	-7.39729e-03	
87	7.716022e-01	-7.39727e-03	
88	7.816022e-01	-7.39465e-03	
89	7.916022e-01	-7.39467e-03	
90	8.016022e-01	-7.39207e-03	
91	8.116022e-01	-7.39213e-03	
92	8.216022e-01	-7.38956e-03	
93	8.316022e-01	-7.38965e-03	
94	8.416022e-01	-7.38711e-03	
95	8.516022e-01	-7.38723e-03	
96	8.616022e-01	-7.38472e-03	
